w;01.12.2001;01.01.2002;01.02.2002;01.03.2002;01.04.2002;01.05.2002;01.06.2002;01.07.2002;01.08.2002;01.09.2002;01.10.2002;01.11.2002;01.12.2002;01.01.2003;01.02.2003;01.03.2003;01.04.2003;01.05.2003;01.06.2003;01.07.2003;01.08.2003;01.09.2003;01.10.2003;01.11.2003;01.12.2003;01.01.2004;01.02.2004;01.03.2004;01.04.2004;01.05.2004;01.06.2004;01.07.2004;01.08.2004;01.09.2004;01.10.2004;01.11.2004;01.12.2004;01.01.2005;01.02.2005;01.03.2005;01.04.2005;01.05.2005;01.06.2005;01.07.2005;01.08.2005;01.09.2005;01.10.2005;01.11.2005;01.12.2005;01.01.2006;01.02.2006;01.03.2006;01.04.2006;01.05.2006;01.06.2006;01.07.2006;01.08.2006;01.09.2006;01.10.2006;01.11.2006;01.12.2006;01.01.2007;01.02.2007;01.03.2007;01.04.2007;01.05.2007;01.06.2007;01.07.2007;01.08.2007;01.09.2007;01.10.2007;01.11.2007;01.12.2007;01.01.2008;01.02.2008;01.03.2008;01.04.2008;01.05.2008;01.06.2008;01.07.2008;01.08.2008;01.09.2008;01.10.2008;01.11.2008;01.12.2008;01.01.2009;01.02.2009;01.03.2009;01.04.2009;01.05.2009;01.06.2009;01.07.2009;01.08.2009;01.09.2009;01.10.2009;01.11.2009;01.12.2009;01.01.2010;01.02.2010;01.03.2010;01.04.2010;01.05.2010;01.06.2010;01.07.2010;01.08.2010;01.09.2010;01.10.2010;01.11.2010;01.12.2010;01.01.2011;01.02.2011;01.03.2011;01.04.2011;01.05.2011;01.06.2011;01.07.2011;01.08.2011;01.09.2011;01.10.2011;01.11.2011;01.12.2011;01.01.2012;01.02.2012;01.03.2012;01.04.2012;01.05.2012;01.06.2012;01.07.2012;01.08.2012;01.09.2012;01.10.2012;01.11.2012;01.12.2012;01.01.2013;01.02.2013;01.03.2013;01.04.2013;01.05.2013;01.06.2013;01.07.2013;01.08.2013;01.09.2013;01.10.2013;01.11.2013;01.12.2013;01.01.2014;01.02.2014;01.03.2014;01.04.2014;01.05.2014;01.06.2014;01.07.2014;01.08.2014;01.09.2014;01.10.2014;01.11.2014;01.12.2014;01.01.2015;01.02.2015;01.03.2015;01.04.2015;01.05.2015;01.06.2015;01.07.2015;01.08.2015;01.09.2015;01.10.2015;01.11.2015;01.12.2015;01.01.2016;01.02.2016;01.03.2016;01.04.2016;01.05.2016;01.06.2016;01.07.2016;01.08.2016;01.09.2016
358;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.87;17.48;15.06;10.54;16.06;12.80;13.93;12.97;15.08;14.41;11.92;9.86;10.26;12.59;13.56;13.50;13.87;12.61;15.71;11.87;15.06;13.74;14.36;7.01;43.43;53.76;50.58;50.05;48.51;53.56;50.17;51.26;53.44;50.06;49.79;50.45;56.11;57.80;58.69;55.15;61.09;58.31;59.08;58.23;58.55;59.47;58.46;58.65;58.68;58.55;76.48;63.80;62.21;60.29;66.12;62.04;62.47;61.58;62.20;63.20;66.05;64.23;50.08;45.50;60.66;66.63;66.29;66.42;63.71;64.63;61.80;61.42;59.48;60.56;59.99;59.81;58.71;59.89;57.44;59.75;59.31;60.92;58.14;46.29;51.22;46.98;52.20;47.71;56.22;58.04;95.43;91.86;90.03;82.02;78.05;77.32;78.48;78.45;96.33;80.99;72.98;73.07;76.02;74.72;75.41;74.36;77.85;63.29;63.21;65.48;67.50;67.95;54.36;65.41;70.47;66.56;70.83;66.53;73.76;78.01;70.65;72.01;78.92;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;63.34;54.57;47.24;43.16;58.66;56.18;61.80;72.17;69.20;77.37;83.06;83.50;91.26;99.90;0.00
360;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.82;16.13;0.00;24.00;20.73;18.68;22.49;13.30;9.97;13.64;21.35;19.58;19.60;21.89;11.33;10.57;9.86;9.99;10.54;0.00;12.82;11.69;15.33;12.82;8.20;8.24;9.40;4.77;9.37;7.66;7.04;21.40;24.60;23.01;20.17;18.35;20.95;19.33;19.57;18.55;22.24;20.44;20.79;20.99;21.39;22.34;23.29;24.05;24.43;23.28;25.00;24.00;24.61;22.98;19.00;27.93;23.86;22.50;23.50;21.33;21.59;22.39;23.42;25.57;27.88;27.66;27.90;18.48;0.00;0.00;0.00;33.20;26.56;20.75;21.16;25.75;25.97;23.90;24.76;24.87;23.40;24.49;22.95;15.47;18.73;19.36;21.00;21.30;21.93;23.35;23.91;24.51;27.01;26.45;26.10;27.43;26.15;18.94;19.21;21.29;20.58;21.59;27.74;28.14;30.25;34.99;36.45;34.05;34.25;40.21;44.03;44.53;46.35;50.83;52.39;55.63;52.79;56.70;58.01;57.06;55.64;57.36;58.25;59.53;57.88;54.58;58.41;46.36;40.19;52.13;47.06;43.86;60.15;71.13;74.21;65.95;59.38;61.64;66.42;73.73;70.51;75.74;65.11;84.21;87.32;81.83;83.76;81.02;87.63;81.17;65.90;64.43;69.09;70.99;69.38;69.54;85.55;88.99;88.34;94.60;95.28;91.41;93.87;93.52;90.71;93.59;94.11
361;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46.65;33.53;33.94;36.11;34.49;34.27;33.75;34.09;33.72;31.68;31.73;32.18;32.16;32.91;31.97;18.78;22.06;23.92;26.59;20.87;17.22;24.28;19.25;24.16;25.17;25.71;26.53;30.18;32.93;35.92;32.23;27.02;34.54;31.73;35.32;35.19;30.63;35.82;41.24;33.12;31.32;30.10;30.95;30.42;30.03;34.07;34.58;33.08;34.82;37.32;34.31;34.28;37.07;35.56;32.79;34.95;37.23;39.92;43.62;44.01;43.40;44.94;51.41;50.38;58.48;55.91;66.44;57.71;56.95;57.04;58.93;65.32;71.64;64.24;84.23;93.43;88.65;91.88;94.92;81.86;74.13;65.75;67.29;65.96;66.69;61.24;57.26;61.78;66.64;97.43;97.68;96.59;94.83;96.64;97.59;96.99;97.68;97.12;96.28
372;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;83.89;89.30;86.54;71.93;60.52;60.67;57.87;57.05;53.25;52.18;55.49;57.64;55.79;56.48;56.50;59.73;59.13;58.82;60.09;60.76;62.22;65.46;63.28;64.60;86.27;56.16;59.33;65.71;53.11;45.51;64.08;77.38;76.42;80.87;87.85;89.15;88.98;81.16;70.98;71.56;94.31;94.31;94.58;95.23;95.27;95.06;94.77;94.70;95.61;95.15;95.34;95.31;97.37;96.86;96.89;97.32;97.29;96.66;96.35;98.47;97.60;98.56;97.72;98.44;98.65;98.30;97.46;91.67;89.46;88.53;89.15;89.81;90.55;91.15;89.63;89.62;88.35;86.86;85.93;87.35;94.69;95.45;96.52;97.07;97.22;98.21;98.04;98.11;97.97;98.10;97.72;97.22;97.30;96.36;97.21;95.62;96.49;96.14;96.14;96.05;95.45;94.73
373;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;43.94;29.48;30.25;21.60;24.72;25.00;24.56;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
375;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;38.92;24.43;22.31;21.99;25.82;23.73;26.95;27.38;28.26;29.84;29.06;30.18;29.71;30.19;30.71;28.29;26.04;28.09;29.10;26.19;18.06;27.03;28.50;30.93;31.54;32.93;37.03;39.74;42.19;46.46;46.38;41.05;44.02;47.37;38.37;36.56;33.90;35.69;48.27;55.35;52.96;51.93;51.93;55.92;57.31;60.12;64.62;67.64;65.80;64.08;63.72;70.09;66.93;65.45;67.13;65.68;69.57;71.35;70.96;72.57;71.49;72.72;91.18;91.26;91.80;92.10;96.13;93.59;87.24;85.96;74.45;73.98;67.31;63.89;66.17
382;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;62.25;58.16;55.57;55.20;52.77;51.65;48.09;43.65;46.12;46.71;52.95;48.39;48.79;52.92;39.97;32.26;30.66;31.56;36.03;38.36;36.33;39.73;39.25;38.81;42.28;37.23;35.57;36.55;32.88;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
383;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;68.66;73.41;72.36;60.16;51.24;0.00;0.00;0.00;0.00;68.80;60.32;54.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
384;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52.73;52.88;53.38;60.99;58.18;58.89;58.00;49.90;51.08;50.12;51.17;39.18;77.26;77.25;55.08;67.38;68.08;82.67;66.07;67.79;63.83;81.47;84.47;84.71;81.35;88.66;87.76;89.00;87.47;87.06;89.51;89.70;88.65;90.15;90.43;89.03;90.30;89.01;89.12;90.04;91.40;95.94;93.25;94.89;93.83;85.30;83.23;82.28;94.55;92.97;94.38;92.82;94.82;95.45;94.26;95.18;95.00;95.19;95.51;94.44;92.12;92.19;82.07;74.61;93.63;95.91;93.69;93.44;81.57;76.62;75.34;78.25;86.18;94.89;92.14;92.62;91.48;92.14;91.63;92.35;92.72;92.30;92.16;92.71;93.10;92.49;92.87;92.88;92.61;93.56;93.02;92.63;93.04;90.73;89.29;96.67;97.01;94.85;94.73;93.73;93.28;85.96;90.55;91.63
385;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;52.90;41.88;37.35;36.84;35.67;38.16;17.39;16.20;21.78;26.24;24.80;26.89;27.26;12.38;27.71;28.11;29.99;31.39;31.05;23.17;23.43;28.55;29.56;30.17;30.48;32.70;34.57;34.79;35.62;32.89;35.04;29.99;29.43;30.53;30.77;31.15;36.93;37.60;46.91;49.27;52.27;49.27;46.97;48.75;51.63;52.25;53.64;63.42;68.97;67.26;69.68;72.45;81.00;85.62;89.03;85.95;85.49;82.80;82.50;85.81;92.26;86.47;85.70;83.05;87.99;91.97;91.00;91.23;93.82;94.56;97.97;99.63;99.66;98.93;99.32;98.88;98.77;99.70;97.99;97.21;97.53;92.29;92.51;93.59;93.26;93.89;75.97;85.10;83.83;88.91;87.71;63.18;60.21;60.21;67.45;72.04;71.12;69.42;69.71;74.32;74.69
386;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;46.35;25.89;25.54;26.22;25.89;25.96;26.94;26.59;28.20;27.59;26.43;26.36;22.79;18.80;19.39;23.59;23.40;21.14;21.50;20.98;22.79;18.97;17.08;17.66;19.76;17.94;20.27;20.25;20.04;20.17;20.22;20.51;17.61;18.64;19.81;19.86;20.96;21.18;21.71;26.89;31.13;34.64;36.21;38.18;38.11;37.52;40.14;42.45;42.46;42.77;47.24;47.62;48.31;51.71;51.49;48.61;52.34;52.84;55.17;54.23;56.59;56.77;59.75;57.58;60.45;61.05;62.66;58.11;60.49;59.84;63.28;61.32;64.82;68.19;65.34;67.59;69.63;65.62;64.74;69.76;79.66;80.69;78.00;80.16;78.92;82.52;83.47;82.36;82.29;77.57;75.95;71.30;77.41;88.05;92.68;93.72;94.98;85.44;82.92;80.85;81.42;86.56;85.37;84.22
387;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;44.12;41.18;40.07;34.33;35.89;38.12;39.61;45.28;40.55;39.49;39.09;34.62;36.98;34.54;34.81;34.67;37.50;35.92;30.57;28.40;36.23;31.38;30.59;29.95;34.02;32.50;32.73;31.19;31.71;33.13;34.81;33.85;33.63;33.98;34.27;33.84;35.68;35.43;34.81;35.54;36.45;37.20;38.02;38.63;38.73;39.08;37.94;38.73;38.71;31.57;37.70;39.63;40.42;41.89;41.68;36.22;37.40;34.69;34.74;37.66;40.79;40.55;38.85;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
389;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;37.50;53.28;52.94;48.44;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
397;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.56;22.19;19.01;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
398;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;48.84;0.00;77.44;83.07;71.75;58.78;56.07;71.22;67.91;66.02;69.15;67.02;84.94;90.90;89.95;88.62;90.20;90.63;90.55;89.60;89.76;89.49;0.00;73.91;46.66;55.46;60.61;65.29;64.58;79.02;88.88;89.97;94.77;95.27;88.73;87.14;92.63;80.24;85.07;81.60;79.90;81.28;79.42;86.71;84.32;89.60;93.19;90.06;86.27;83.04;86.87;91.39;87.61;92.30;82.88;88.39;87.27;90.76;91.04;91.24;82.18;85.98;93.27;89.64;92.56;92.43;91.80;91.16;91.64;81.41;79.03;78.78;78.67;80.04;75.98;73.12;72.71;74.55;82.61;95.43;96.26;95.10;96.37;96.84;96.39;90.92;82.64;78.19;82.10;82.69;80.83;81.42;79.75;80.78;80.81;81.33;81.50;83.77;84.11;84.40;82.23;83.49;83.75;82.93;82.43;90.18;96.65
400;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;80.88;85.04;85.22;71.03;47.51;52.16;51.05;54.26;57.35;57.11;57.14;60.59;58.37;58.02;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00
401;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;66.77;50.03;46.80;50.62;49.72;52.03;58.52;56.36;45.80;55.26;55.37;54.94;51.59;51.91;53.38;53.90;54.20;56.78;59.38;63.14;67.62;71.57;56.33;81.01;86.48;88.43;89.07;88.51;89.26;88.39;87.63;76.46;77.15;74.22;75.36;74.24;78.47;84.19;90.00;91.12;77.38;81.13;75.64;78.39;80.46;87.71;90.42;90.38;91.31;90.21;91.66;89.21;87.92;90.51;89.73;90.92;93.79;92.83;93.10;92.46;93.31;92.66;93.54;93.26;91.46;0.00;95.09;93.14;92.73;78.43;74.24;80.25;79.75;79.37;78.79;79.25;78.79;78.70;78.54;77.13;83.01;81.38;80.43;80.37;92.15;90.24;81.16;83.66;90.01;89.56;84.74;80.55;84.13;83.20;84.49;84.18;92.89;86.26
